"_id","id_org","ord","phone","owner","owner_fio"
"271242","10859","1","445393","",""
"271244","10624","1","986504,89188286504","",""
"271245","9906","1","539980,89188339326","",""
"271246","8457","1","540380,544990","",""
"271247","2767","1","768805","директор, приемная",""
"271248","2767","2","740007","заместитель",""
"271249","2767","3","768418","бухгалтерия",""
"271250","11664","1","51114","начальник",""
"271251","11664","2","22688","АБО",""
"271252","4159","1","31436","",""
"271253","11504","1","445050","",""
"271254","4170","1","91311","",""
"271255","4507","1","21171","начальник",""
"271256","4507","2","21341","гл. инженер",""
"271257","4507","3","21291","гл. бухгалтер",""
"271259","3198","1","511773","приемная",""
"271260","3198","2","517060","бухгалтерия",""
"271261","11645","1","89618223476,495114","",""
"271262","11473","1","514442,89284957324","",""
"271263","11948","1","90549,91833","",""
"271264","3192","1","747850","директор",""
"271265","3192","2","519607","гл. бухгалтер",""
"271266","3192","3","742066","бухгалтерия",""
"271267","7548","1","505588,983232","",""
"271268","7227","1","513037,768231","",""
"271269","9697","1","527845","",""
"271270","11582","1","731845","",""
"271274","11343","1","89888719399,89187054128","",""
"271275","550","1","535800","министр, приемная",""
"271276","550","2","531270,534481","заместитель",""
"271277","550","3","543467","гл. архитектор","Козырев Руслан Рамазанович"
"271278","550","4","535302","гл. бухгалтер",""
"271279","550","5","533709","отдел кадров",""
"271280","564","1","649608","приемная",""
"271281","564","2","537726","отдел приватизации",""
"271282","564","3","649082","информ.-аналитич. отдел",""
"271284","1785","1","42148","диспетчер",""
"271285","1785","2","41415,41405","секретарь",""
"271286","1785","3","42054","ПТО",""
"271287","1785","4","42028","гл. бухгалтер, экономист",""
"271289","6619","1","764216","",""
"271290","6691","1","31086","",""
"271291","1574","1","775700","",""
"271292","9060","1","533849","",""
"271294","4155","1","533846","",""
"271301","7899","1","23167","",""
"271303","7485","1","741016,444416","",""
"271307","4985","1","533518","начальник",""
"271308","4985","2","531383","отдел архитектуры",""
"271309","4985","3","533011,543467","гл.архитектор",""
"271310","4985","4","530687","архив",""
"271311","11641","1","89604016978","",""
"271312","11678","1","52368","начальник",""
"271313","11678","2","50572","АБО",""
"271314","11678","3","50573","метрологическая служба",""
"271315","529","1","548586,89188305526","",""
"271317","11548","1","769592","",""
"271318","11323","1","89194243553","",""
"271319","4492","1","36831,31425","",""
"271320","6466","1","766323","директор",""
"271321","6466","2","766324","бухгалтерия",""
"271322","2537","1","534122","директор, отдел маркетинга",""
"271323","2537","2","530026","гл. бухгалтер",""
"271324","2560","1","769109,767749","приемная",""
"271325","2560","2","769328,769476","тех. директор",""
"271326","2560","3","534151","коммерческий директор",""
"271327","2560","4","764159,769060","бухгалтерия","Михайлова Антонина Ивановна главбух"
"271328","2560","5","540385","гл. энергетик",""
"271329","2560","6","768390","гл. металлург",""
"271330","183","1","530890","",""
"271331","1769","1","31320","",""
"271334","6700","1","549056","",""
"271336","3880","1","444357,925824","",""
"271338","11616","1","975667,89188275667,89284949254","",""
"271339","10672","1","89187011797","",""
"271341","49","1","518582","",""
"271342","12018","1","89288598016","",""
"271343","3529","1","762077,983461","",""
"271347","728","1","533753","директор",""
"271348","728","2","539400","проходная",""
"271353","12020","1","752180","",""
"271354","10608","1","615017,89054885691","",""
"271355","7762","1","444954,649903","",""
"271356","10699","1","254811,919709","",""
"271357","12019","1","89280731121","",""
"271358","6375","1","534819","начальник",""
"271359","6375","2","533676","бухгалтерия",""
"271360","748","1","743196","",""
"271361","10976","1","89284971106","",""
"271368","522","1","534141","",""
"271373","1321","1","550205,280688","",""
"271374","1524","1","33140","диспетчер",""
"271375","1524","2","33980","секретарь, отдел кадров",""
"271376","1524","3","31704","начальник",""
"271377","1524","4","32043","гл. инженер",""
"271378","1524","5","33807","сан. чистка",""
"271379","1524","6","33848","АБО",""
"271380","1524","7","32871","бухгалтерия",""
"271381","1524","8","33129","экономист",""
"271390","6634","1","440891","",""
"271392","114","1","537082,440474","",""
"271393","10565","1","762714","",""
"271394","7615","1","30606,30630","",""
"271395","9770","1","640726","",""
"271396","8360","1","90679","",""
"271397","10762","1","403176,403178,89604052711","",""
"271398","2348","1","537926","",""
"271399","739","1","89284849849,31357","",""
"271400","855","1","89188233149,768278,746111","",""
"271401","3642","1","767869","приемная",""
"271402","3642","2","510600,762263","директор",""
"271403","3642","3","767516","производственный отдел",""
"271404","7265","1","37658","",""
"271405","817","1","519575,519282","",""
"271406","10590","1","440944,89604030084","",""
"271407","11699","1","532598","",""
"271409","1806","1","546049,552868","",""
"271410","3126","1","767472","директор",""
"271411","3126","2","764478","проходная",""
"271412","4990","1","31522","",""
"271413","5314","1","32132","аварийная служба",""
"271414","5314","2","32904","начальник",""
"271419","5192","1","768524","",""
"271421","10611","1","89888258158","",""
"271422","11561","1","89280668919","",""
"271423","2947","1","520704","",""
"271425","11733","1","513222","",""
"271426","11246","1","89094776529","",""
"271427","11152","1","490285,89014970285","",""
"271430","8864","1","524276","",""
"271431","8348","1","50384,50373","",""
"271432","1267","1","756796","",""
"271433","10986","1","997575","",""
"271436","7922","1","531890","",""
"271437","7723","1","567014","",""
"271438","4018","1","542880","",""
"271439","7745","1","764092","",""
"271441","2841","1","764912","",""
"271446","501","1","537899","",""
"271448","10867","1","34192","",""
"271450","9523","1","571221","",""
"271451","2814","1","762801","начальник",""
"271452","2814","2","762851","гл. инженер",""
"271453","2814","3","768501,762828","гл. бухгалтер",""
"271454","12152","1","89188210210,89288559945","",""
"271456","506","1","530814","",""
"271462","2269","1","534786","директор",""
"271463","2269","2","536984","завуч",""
"271464","2263","1","534204","завуч",""
"271465","2263","2","536027","директор",""
"271466","3790","1","512300","",""
"271467","8928","1","519790,446004","",""
"271468","4297","1","551215","",""
"271472","5395","1","22746","",""
"271479","3024","1","532324,746173","приемная",""
"271480","3024","2","546317","орг. отдел",""
"271483","5936","1","30113","",""
"271485","4884","1","754715","",""
"271487","2076","1","530368","",""
"271488","7296","1","550072","",""
"271490","7375","1","22645,22382,22858","",""
"271491","7372","1","31416","",""
"271492","7371","1","22231,22233","",""
"271495","367","1","535006","начальник",""
"271496","367","2","539482","дежурный",""
"271502","8287","1","757095,757712","",""
"271503","6008","1","55544","",""
"271504","2728","1","55560,55569","",""
"271505","440","1","440260","",""
"271510","3969","1","542930","директор",""
"271511","3969","2","542912","бухгалтерия",""
"271514","1045","1","510826","",""
"271516","2599","1","762619","",""
"271517","2642","1","24405","",""
"271518","6325","1","93324","",""
"271519","5959","1","39129","",""
"271520","11777","1","771614,89284906098","",""
"271522","11148","1","967799","",""
"271523","7308","1","36223","г.Беслан, ул.Цаликова, 10",""
"271524","7308","2","36015","г.Моздок, ул.Кирова, 59",""
"271525","7308","3","22948","с.Сунжа",""
"271526","3429","1","534694,540196","дежурный",""
"271527","3429","2","545916","зам. начальника",""
"271528","8568","1","22168","",""
"271529","2248","1","754576","",""
"271533","5382","1","731158","",""
"271538","2312","1","512752,517902","",""
"271542","6006","1","58225","",""
"271543","11116","1","539358","",""
"271544","545","1","532769,536564","министр, приемная",""
"271545","545","2","543873","1-й заместитель",""
"271546","545","3","539393,536982","заместители",""
"271547","545","4","543885","помощник",""
"271548","545","5","533432,535346,543874","отдел управления делами",""
"271549","545","6","546564,530481","отдел нац. образования",""
"271550","545","7","534495,538898,546586,534092","отдел общего образования",""
"271551","545","8","536692,536806","отдел профессионального образования",""
"271552","545","9","536346","отдел соц. защиты детства",""
"271553","545","10","536546,538002,539358","отдел контроля в сфере образования",""
"271554","545","11","536524,536554","отдел развития доп. образования и воспитания",""
"271555","545","12","543886,451589,546871","отдел целевых программ развития образования",""
"271560","1300","1","755274","бухгалтерия",""
"271561","1300","2","755741","приемная",""
"271562","2845","1","767541","",""
"271567","543","1","403892","приемная",""
"271568","543","2","404973","канцелярия",""
"271569","543","3","404997","""горячая линия"" по общим вопросам",""
"271570","543","4","403893,404962,404971","""горячая линия"" по вопросам лекарственного обеспечения",""
"271571","543","5","403892","дежурный врач",""
"271572","543","6","404993,404966","отдел детства",""
"271573","543","7","404958","лечебный отдел",""
"271576","11080","1","31970","",""
"271577","6007","1","54230","",""
"271578","8614","1","35781","",""
"271583","4222","1","753302","",""
"271584","2209","1","748847","бухгалтерия",""
"271585","3817","1","955682,540309","",""
"271586","636","1","532362","",""
"271587","6537","1","549415","",""
"271588","1730","1","241411","",""
"271589","30","1","730453","",""
"271590","10571","1","879331546,32713","",""
"271591","5744","1","528306","заместитель",""
"271592","5744","2","528309","мастер смены",""
"271593","5744","3","528375","проходная",""
"271594","5987","1","57144","",""
"271596","1248","1","761710,761625","",""
"271597","10800","1","445203","",""
"271599","7356","1","538484","",""
"271600","6471","1","641436","",""
"271601","813","1","513848","дежурный электрик",""
"271602","6903","1","27171","",""
"271606","5986","1","50172","",""
"271607","7370","1","594677","",""
"271608","4842","1","32345","приемная",""
"271609","4842","2","31323","отдел работы с налогоплательщиками",""
"271615","10907","1","574514","",""
"271616","6014","1","49171","",""
"271617","11072","1","595301","",""
"271618","6559","1","595201","дежурный",""
"271619","6559","2","595322","начальник",""
"271637","7011","1","505505,444777","",""
"271638","6001","1","56616","",""
"271639","5274","1","23432","приемная председателя",""
"271640","5274","2","22782","канцелярия",""
"271641","5274","3","21866","общий отдел",""
"271642","8023","1","548166,442530","",""
"271643","11216","1","404757","",""
"271644","6324","1","93530","",""
"271686","1094","1","539728","директор",""
"271687","1094","2","544809","инвестиц. управление",""
"271688","1094","3","532340","бухгалтерия",""
"271691","3625","1","36773","",""
"271692","4226","1","37294","директор",""
"271693","4226","2","37292","менеджер по продажам",""
"271694","4226","3","37291","бухгалтер",""
"271727","5960","1","37137","",""
"271752","6313","1","22578","",""
"271763","526","1","536944","председатель",""
"271764","526","2","535460","бухгалтерия",""
"271770","48","1","440584,548401,548528","",""
"271772","523","1","755060","",""
"271776","11070","1","57278","",""
"271782","10142","1","8782252691,254781","",""
"271783","8522","1","611333","",""
"271784","9641","1","612046","",""
"271787","6059","1","92526","",""
"271791","8171","1","54827","",""
"271792","4325","1","31400","",""
"271793","11139","1","403688,89094741151","",""
"271795","5611","1","776451","",""
"271796","1450","1","767971","",""
"271797","8611","1","598362","",""
"271799","1432","1","537057,501774,500156","",""
"271803","3086","1","593621,549473","директор",""
"271804","3086","2","549472","бухгалтерия",""
"271805","8877","1","402763","",""
"271806","10887","1","514707","",""
"271807","3063","1","529124","директор, приемная",""
"271808","3063","2","527972,527973","гл. бухгалтер",""
"271809","5009","1","32835","начальник",""
"271810","5009","2","30201,32834","телефон доверия",""
"271811","5009","3","36883","интернет",""
"271812","7617","1","30770","",""
"271813","3876","1","574514","",""
"271814","3043","1","761466","",""
"271816","11866","1","34033","",""
"271817","10956","1","496061,89014976061","",""
"271818","8872","1","444541,528274,526704,442226","",""
"271819","7330","1","50314","",""
"271820","10351","1","8662423590,720569,720479","",""
"271821","2425","1","252251","",""
"271827","10326","1","8662771928,774926","",""
"271838","2065","1","770366","директор",""
"271839","2065","2","778312","секретарь",""
"271848","4505","1","24024","",""
"271851","3068","1","761157,761704","",""
"271854","3302","1","521136","приемная",""
"271855","3302","2","526769","общий отдел",""
"271856","6402","1","730303","директор",""
"271857","6402","2","730341","секретарь",""
"271858","6402","3","730302","бухгалтерия",""
"271859","6402","4","730301","гл.экономист",""
"271860","9937","1","8787661677,62380,61432,62142","",""
"271861","7856","1","89284934052,89284855120","",""
"271862","10646","1","89194260057","",""
"271864","7454","1","91513","",""
"271865","3409","1","51078","начальник",""
"271866","3409","2","51335","общий отдел",""
"271867","10774","1","496333,89014976333","",""
"271869","10172","1","8787251498","",""
"271870","10516","1","8662775906,442571","",""
"271872","7813","1","35858,36644,89280737878","",""
"271873","310","1","752627","оперативный дежурный",""
"271874","310","2","750050","приемная",""
"271875","9951","1","8787925078,25199","",""
"271876","11625","1","767471","",""
"271878","10064","1","8782260586","",""
"271887","3095","1","549136","",""
"271888","10170","1","8662406002","",""
"271889","22","1","749192","",""
"271893","8231","1","54970","директор",""
"271894","8231","2","52411","заместитель",""
"271895","8231","3","51536","общий отдел",""
"271898","8182","1","52839","",""
"271899","10857","1","241211","",""
"271902","3275","1","446161,241211","",""
"271903","749","1","764084","приемная",""
"271904","749","2","764056","директор",""
"271905","749","3","764057","заместитель",""
"271906","749","4","769836","общий отдел",""
"271907","10021","1","8732225532","",""
"271908","10339","1","8663871114","",""
"271909","9180","1","641844","",""
"271911","10115","1","8782200400","",""
"271912","10118","1","8782201632,205526,200109","",""
"271913","10108","1","8712222267","",""
"271914","10086","1","8782254640,254872","",""
"271917","8079","1","33012","",""
"271918","5291","1","51547","",""
"271926","1550","1","778870","",""
"271927","5999","1","92502","",""
"271928","144","1","746214","",""
"271929","11102","1","957495,89188257495","",""
"271931","7271","1","535538","",""
"271934","11968","1","538931","",""
"271935","10362","1","8662720208,720209","",""
"271942","3500","1","759794","",""
"271943","3973","1","32666","директор",""
"271944","3973","2","35232","бухгалтерия",""
"271945","3973","3","35699","общий",""
"271946","619","1","532351","",""
"271947","4805","1","546698","начальник",""
"271948","7223","1","578518,578521","",""
"271949","538","1","972367","оперативный дежурный",""
"271950","538","2","767597,749595","приемная",""
"271951","538","3","512800,744559,747845","заместители",""
"271952","538","4","744563","отдел экологического и земельного надзора",""
"271953","538","5","747869,749272","отдел надзора за водными ресурсами и охраны недр",""
"271954","538","6","514864","отдел надзора в сфере охоты, за особо охраняемыми природными территориями и разрешительной деятельности",""
"271955","538","7","746144","отдел гос. экологической экспертизы и нормирования",""
"271956","538","8","742874","бухгалтерия",""
"271957","538","9","749427,744521","общий отдел",""
"271958","538","10","746265","отдел кадров",""
"271959","7679","1","766518","",""
"271961","4475","1","50029","",""
"271963","4564","1","92325","глава АМС",""
"271964","4564","2","92310","специалисты",""
"271969","4472","1","52285","",""
"271973","2048","1","762674","",""
"271975","10453","1","8662735222,736139","",""
"271978","3416","1","567809,566765","",""
"271979","10202","1","8662774833,772944","",""
"271980","9943","1","8782206644,89283855484","",""
"271983","7623","1","37099","",""
"271984","4871","1","549769","",""
"271985","1215","1","537929","директор",""
"271986","1215","2","769910","плановый отдел",""
"271987","1215","3","769202","склад",""
"271996","9565","1","745928","",""
"271999","3240","1","768804","",""
"272001","8318","1","750350","",""
"272004","2965","1","764780","",""
"272008","11844","1","89061887700","",""
"272009","10885","1","615555","",""
"272010","8878","1","37219","",""
"272011","10647","1","742402","",""
"272013","9306","1","89034838005","",""
"272015","11172","1","89284898171","",""
"272016","7046","1","767850,762995","",""
"272019","11911","1","89640418539","",""
"272022","9040","1","566038,443281,566037","",""
"272023","2002","1","519031","приемная",""
"272024","2002","2","762597","оперативный дежурный",""
"272025","2002","3","519230,519040","заместители",""
"272026","2002","4","519549","отдел санитарного надзора",""
"272027","2002","5","505085","отдел эпидемиологического надзора",""
"272028","2002","6","581662","отдел надзора на транспорте и санитарной охраны территории",""
"272029","2002","7","519280","отдел защиты прав потребителей",""
"272030","2002","8","519254","отдел социально-гигиенического мониторинга",""
"272031","2002","9","519221","отдел организации и обеспечения деятельности",""
"272032","2002","10","519035","отдел бухгалтерского учета и отчетности",""
"272033","6640","1","444608","",""
"272034","4934","1","50046","",""
"272035","11842","1","89194231663","",""
"272036","4846","1","500908,32930","дежурная часть",""
"272039","904","1","31367","",""
"272041","10283","1","8662404059,406235","",""
"272043","9490","1","94626","",""
"272049","2783","1","42114,42046,42624","",""
"272050","348","1","545252","приемная",""
"272051","348","2","545086","отдел рекламы",""
"272052","2005","1","541090","",""
"272053","197","1","521213","приемная",""
"272054","197","2","525197","директор",""
"272055","197","3","521240","заместитель",""
"272056","197","4","521219","бухгалтерия",""
"272058","11649","1","441033,404799","",""
"272059","6981","1","543571","",""
"272060","1879","1","730877","",""
"272061","2308","1","640982","директор",""
"272062","2308","2","640648","учительская",""
"272065","10167","1","8662770858","",""
"272067","2734","1","757033","",""
"272069","10315","1","8662441920","",""
"272077","7079","1","538212","",""
"272079","11163","1","953777,89188253777","",""
"272080","4450","1","51476","",""
"272081","3731","1","513715,768188,514017","отдел продаж",""
"272082","3731","2","514031","отдел закупок",""
"272083","9763","1","89188351100","",""
"272084","10355","1","8662409311,475489","",""
"272085","1738","1","533006","",""
"272086","10789","1","547844","",""
"272088","11930","1","768924","",""
"272089","7916","1","767015","",""
"272091","10489","1","8662961130,961320,961205","",""
"272092","7714","1","27291","",""
"272093","9985","1","8782273353,89283863044","",""
"272095","6503","1","567581","",""
"272096","2831","1","771622","",""
"272097","5452","1","89188267500","",""
"272098","10154","1","8782273159","",""
"272099","7094","1","92617","",""
"272101","8561","1","33882","",""
"272102","6208","1","31168","",""
"272103","2944","1","777823,777439","",""
"272105","9497","1","534389","",""
"272106","1657","1","924607,89188247407","",""
"272107","7374","1","30219","",""
"272108","35","1","764787","",""
"272109","10160","1","8662440333,440335","",""
"272110","10117","1","8787251143,51220","",""
"272111","943","1","514092","",""
"272112","3177","1","531506","директор",""
"272113","3177","2","530601","бухгалтерия",""
"272115","10302","1","8662740054","",""
"272117","2139","1","770476,577581","",""
"272118","3980","1","540138","",""
"272120","6448","1","749844","",""
"272122","3359","1","768975","гл. гидрогеолог",""
"272123","3359","2","769975","бухгалтерия",""
"272124","10111","1","89280858979","",""
"272125","8237","1","54187,56900","",""
"272126","10099","1","8732281101,227117","",""
"272129","9971","1","8782274789,272344","",""
"272130","374","1","594630","пресс-служба",""
"272131","374","2","594636","телестудия",""
"272132","374","3","594681","отдел общественных связей",""
"272133","9402","1","594666,594665","телефон доверия",""
"272134","6809","1","594348","приемная",""
"272135","6809","2","594387","отдел организации раскрытия тяжких имущественных преступлений",""
"272136","6809","3","594341,594391","отдел организации раскрытия преступлений против личности",""
"272137","6809","4","594333,594332,594388","отдел организации розыска преступников и пропавших безвести",""
"272138","384","1","594421","секретарь",""
"272139","384","2","594430","штаб",""
"272140","384","3","594404","секретариат",""
"272141","384","4","594420","зам.министра по штабу",""
"272142","3627","1","34358","",""
"272156","2059","1","547256,533176","",""
"272159","693","1","538554,532801","эфирная служба",""
"272160","693","2","546460","рекламное агентство",""
"272163","3831","1","748849","",""
"272164","3062","1","519704","",""
"272167","1607","1","743316","прием заказов",""
"272168","1607","2","443493","доставка",""
"272172","8519","1","749532","",""
"272178","10717","1","970039","",""
"272179","9745","1","753357","",""
"272180","7222","1","490000,540241","",""
"272187","1693","1","539186","",""
"272190","9295","1","922369","",""
"272191","3096","1","510955","приемная",""
"272192","3096","2","441429,768042","бухгалтерия",""
"272194","3471","1","547063","",""
"272195","8948","1","530514","",""
"272196","2737","1","42939","",""
"272199","8020","1","32748","начальник",""
"272200","8020","2","32410","отдел сбыта",""
"272201","11827","1","89097628201","",""
"272206","3887","1","747345","учебная часть",""
"272207","3887","2","749309","проректор по доп. образованию",""
"272214","12204","1","989797","",""
"272215","9135","1","526655,520535","",""
"272221","594","1","510833,510125","",""
"272222","11166","1","449933","",""
"272223","10954","1","89187094800","",""
"272225","10912","1","89604007070","",""
"272233","8097","1","240330,240977,240944","",""
"272234","9184","1","545403","",""
"272244","264","1","8673150163","приемная",""
"272245","264","2","89633762112","администратор",""
"272246","264","3","89633762110","менеджер",""
"272250","4241","1","514650,514870","",""
"272252","11427","1","961978,89188261978","",""
"272253","10760","1","89188203815","",""
"272254","8406","1","545979","",""
"272255","7618","1","443769","",""
"272259","674","1","756312,756317","приемная",""
"272260","674","2","756211","гл. редактор",""
"272261","674","3","756415,755698","заместитель",""
"272262","10734","1","89194209629","",""
"272263","3809","1","510688","",""
"272264","2460","1","545444","",""
"272265","9412","1","440826,577883","",""
"272266","11229","1","610827","",""
"272268","8467","1","546352,251044","",""
"272269","11628","1","251087","",""
"272271","4552","1","34075","",""
"272272","9140","1","8652225100,424584,225225","",""
"272277","1224","1","22621","председатель",""
"272278","1224","2","22276","торговый отдел",""
"272279","1224","3","24580","плановый отдел",""
"272280","1224","4","22625","бухгалтерия",""
"272282","1338","1","761330","",""
"272284","4863","1","32402","",""
"272285","85","1","530619","",""
"272287","486","1","23830","",""
"272288","10930","1","751371","",""
"272290","6296","1","534897","",""
"272311","520","1","536436","приемная",""
"272312","520","2","546156","председатель",""
"272313","520","3","538264,553390","заместитель",""
"272314","520","4","539856","финансовый отдел",""
"272315","520","5","539960","организационный отдел",""
"272316","520","6","535979","отдел по трудовым отношениям и соц. гарантиям",""
"272317","520","7","539182","сектор по работе со СМИ",""
"272318","520","8","547246","отдел профсоюзного имущества",""
"272319","520","9","547148","проходная",""
"272321","5998","1","95341","",""
"272323","12130","1","31213","",""
"272327","10049","1","8782273546,275103","",""
"272328","1404","1","539434","",""
"272330","8108","1","37622","",""
"272336","4157","1","544530,583741","",""
"272344","12205","1","544530,583741","",""
"272347","6299","1","22358","",""
"272350","4391","1","90053","",""
"272352","3338","1","749888,511616","",""
"272353","7393","1","445196","",""
"272354","7907","1","32388,32166","",""
"272355","3613","1","33636,30232","",""
"272364","3015","1","530014","",""
"272366","11787","1","534187","",""
"272369","12135","1","404430","",""
"272374","10746","1","446575","",""
"272376","9178","1","251125","",""
"272378","4453","1","52063,52293","",""
"272382","816","1","534267","приемная",""
"272383","816","2","534642","гл. бухгалтер",""
"272385","1781","1","761795,761787","аварийная служба",""
"272386","1781","2","761776","начальник, приемная",""
"272387","1781","3","761779","гл. бухгалтер","Васильева Александра Андреевна"
"272388","1781","4","519966","начальник АБО",""
"272389","1781","5","761796","ПЭО","Нагорная Лариса Павловна"
"272390","1781","6","761792","расчёты с населением",""
"272391","1781","7","773221","начальник Северо-Западного р-на",""
"272392","1781","8","535172,533577","начальник Иристонского р-на",""
"272393","1781","9","528370","начальник Затеречного р-на",""
"272394","1781","10","768107,762603","начальник Промышленного р-на",""
"272462","11092","1","36959,36713","",""
"272475","2877","1","444669,89188230244","",""
"272476","7578","1","573279,89280653721","",""
"272477","2347","1","514127","председатель",""
"272478","2347","2","514103","бухгалтерия",""
"272479","2347","3","531160","вахта",""
"272480","9389","1","445445,89289280808","",""
"272481","97","1","746879,516414","",""
"272492","651","1","530340,547956","общий",""
"272493","651","2","534875","рекламный отдел",""
"272494","651","3","547957","пресс-центр",""
"272495","651","4","528843,529231","тренировочная база",""
"272496","651","5","535746","охрана",""
"272498","10140","1","8782255325,252309,255345","",""
"272499","10923","1","280688","",""
"272500","6650","1","550205","",""
"272511","2812","1","514758","",""
"272512","4185","1","251766,754289","",""
"272515","8293","1","505002,89888317577","",""
"272528","11314","1","443490","директор",""
"272529","11314","2","440174","гл. инженер",""
"272530","11314","3","440149,443460","продажа квартир",""
"272531","11314","4","445341","ПТО",""
"272532","11314","5","440173","бухгалтерия",""
"272533","11314","6","443618","гл. бухгалтер",""
"272534","1750","1","748431","диспетчер",""
"272535","1750","2","762598","АБО",""
"272536","1750","3","748005","бухгалтерия",""
"272537","1750","4","748440","гл. бухгалтер",""
"272538","1087","1","543048,540112","",""
"272542","130","1","530450","директор",""
"272543","130","2","598523","отдел",""
"272544","130","3","598267","гл. бухгалтер",""
"272553","1185","1","31066","магазин",""
"272554","1185","2","32964","парикмахерская",""
"272555","1185","3","31076","бухгалтер",""
"272556","8811","1","537020","",""
"272566","675","1","756312","редактор",""
"272567","675","2","756415","зам. редактора",""
"272568","675","3","755596","гл. бухгалтер",""
"272570","9960","1","8782250168","",""
"272579","4484","1","21851","директор",""
"272580","4484","2","24772","бухгалтерия",""
"272581","4484","3","22803","вахта",""
"272582","4484","4","24783","охрана",""
"272587","5594","1","547238,542316","директор",""
"272588","5594","2","551518","метод. кабинет",""
"272591","2167","1","250230","директор",""
"272592","2167","2","758082","вахта",""
"272593","2168","1","532831,532846","",""
"272595","10324","1","8662401603","",""
"272597","10345","1","8663121770","",""
"272601","232","1","753239,755558","справка о наличии медикаментов",""
"272606","11559","1","89284854800","",""
"272607","2697","1","34316","",""
"272609","9509","1","89288552570","",""
"272617","6123","1","30886","дежурный",""
"272618","6123","2","33608","начальник",""
"272619","6123","3","30888","охрана",""
"272622","2983","1","761279,510395","приемная",""
"272623","2983","2","511968","бухгалтерия",""
"272625","10124","1","8787925739","",""
"272628","10457","1","8662472651,472654,472642,407058","",""
"272641","2001","1","526059","приемная",""
"272642","2001","2","522417","донорский отдел",""
"272643","2001","3","521941","отдел заготовки крови",""
"272644","2001","4","524051","врач-методист",""
"272645","2001","5","522396","экспедиция",""
"272646","2001","6","524135","бухгалтерия",""
"272648","10051","1","8732222284,225302","",""
"272660","10416","1","8663323803","",""
"272661","10502","1","8662421355","диспетчер",""
"272662","10502","2","427521","приемная",""
"272663","10502","3","425922","гл. врач",""
"272664","10502","4","426326","отдел кадров",""
"272667","10414","1","8663423303,24958","",""
"272669","10423","1","8663842105","",""
"272672","10418","1","8663144431","",""
"272674","10420","1","8663541340","",""
"272676","10421","1","8663041203","",""
"272678","10138","1","8787926075","",""
"272680","10139","1","8782250393,250360","",""
"272682","10057","1","8712222124,222143,222142","",""
"272684","10052","1","873403,624934,623233","",""
"272686","10054","1","8732227225","",""
"272688","10058","1","8714522403","",""
"272690","10059","1","8714622391","",""
"272693","10060","1","8713622393,89286402188","",""
"272701","2000","1","522484","диспетчер",""
"272702","2000","2","522461,522466","гл. врач",""
"272703","2000","3","522465","зам. гл. врача",""
"272704","2000","4","522471","старший врач",""
"272705","2000","5","522492","стол справок, статистический кабинет",""
"272706","2000","6","522493","отдел кадров",""
"272707","2000","7","522451","бухгалтерия",""
"272711","1482","1","749292","мастер стола заказов",""
"272712","1482","2","519353","гл. инженер",""
"272713","1482","3","519286","бухгалтерия",""
"272714","10965","1","513009","",""
"272715","7890","1","540013","",""
"272717","11231","1","548602,548603","",""
"272719","3618","1","548602,548603","",""
"272721","1847","1","251231","",""
"272723","10152","1","8782277825,277781","",""
"272727","2565","1","27736","секретарь",""
"272728","2565","2","27054","директор",""
"272729","2565","3","27312","гл. бухгалтер",""
"272730","1594","1","89284956689,547228","",""
"272731","4900","1","547228","председатель",""
"272732","4900","2","530916","бухгалтер",""
"272734","6421","1","549682,89188229014","",""
"272736","10008","1","8734444273","",""
"272741","5501","1","561201","приемный покой",""
"272742","5501","2","561121","гл. врач",""
"272743","5501","3","536302","диспансерное отд-е",""
"272744","5501","4","561131","бухгалтерия",""
"272745","11583","1","89604005353","",""
"272746","8001","1","954847,89280728882","",""
"272750","10707","1","405169,405164","",""
"272751","313","1","563449","дежурный",""
"272752","313","2","534674","коммутатор",""
"272753","3263","1","754603","",""
"272754","107","1","539408,530410,441907","",""
"272755","267","1","774762","",""
"272762","7935","1","755452","",""
"272763","7205","1","541066","",""
"272780","8007","1","505003","",""
"272784","1819","1","550904","начальник",""
"272785","1819","2","532771","круглосуточно",""
"272790","8728","1","510844","",""
"272791","2214","1","407424","",""
"272798","11144","1","51244","",""
"272802","306","1","451277","приемная, начальник",""
"272803","306","2","452534","бухгалтерия",""
"272804","306","3","537023,535577","АБО",""
"272805","306","4","500750","тех. поддержка Интернет",""
"272806","5157","1","125","бюро ремонта",""
"272807","5157","2","255042","старший оператор",""
"272815","11782","1","543419,447479","",""
"272817","4876","1","524224,528300","",""
"272818","4720","1","31406","",""
"272819","5079","1","31204,31238","",""
"272821","6307","1","92772","",""
"272822","6810","1","971317,542919","",""
"272823","2346","1","534868","",""
"272824","6539","1","523613","",""
"272829","1160","1","755697","директор",""
"272830","1160","2","756046","бухгалтерия",""
"272831","251","1","758080","",""
"272832","5940","1","92142","",""
"272841","6013","1","53317","",""
"272845","463","1","516883,518668","основная миссия",""
"272846","463","2","499609","гуманитарный отдел",""
"272847","5070","1","444510","",""
"272848","5071","1","440518","",""
"272849","7400","1","544505,549099","",""
"272850","5107","1","51087,50479","",""
"272851","5106","1","46260,46856","",""
"272852","983","1","539187","",""
"272853","1231","1","530660","директор, приемная",""
"272854","1231","2","539788","бухгалтерия",""
