_id,parent_id,name,address_index,address,time,email,www,checking,favorite,editions,orders,tags,description
9448,0,PWD ОКНА,,"Архонское шоссе, 2",10.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
9465,0,ХОРОШАЯ МЕБЕЛЬ,,"просп. Ген.Доватора, 254 а",10.00-19.00; Сб. 10.00-18.00; вых. Вс.,,,5,0,71,,,
9467,0,ТЕХНОНИКОЛЬ,,,9.00-18.00; вых. Вс.,,,5,0,71,,,
9470,0,МИЛАНА-ЛИМА,,"ул. Гугкаева, 41","9.00-20.00; без пер. , вых.",,www.milana-lima.ru,5,0,83,,,
9471,0,ЦИФРАЛ-ЮГ технический центр домофонизации,,"просп. Ген.Доватора, 8, 2 этаж","10.00-17.00; без пер. ; вых. Сб., Вс.",,www.cyfral-jug.ru,7,0,71,,,
9474,0,ОКНА-BERTA,,,9.00-18.00; пер.  13.00-14.00; вых. Вс.,,www.okna-berta.ru,7,0,71,,,
9476,0,ЦИФРА-ТВ магазин,,"ул. Маркуса, 7",10.00-19.00; Сб. 10.00-17.00; вых. Вс.,,www.cyfra-tv.ru,5,0,71,,,
9477,0,МАГЛУС,,"просп. Коста, 222 а",9.30-18.00; без пер. ; Сб. 9.30-17.00; вых. Вс.,,,5,0,71,,,
9478,0,SPORT-PRORIV спорттовары,,"ул. Международная, 2","10.00-20.00; Сб., Вс. 10.00-19.00",info@sport-proriv.ru,,5,0,83,,,
9480,0,INTERIUS design studio,362021,"пер. Транспортный, 4","10.00-18.00; вых. Сб., Вс.",studio-interius@rambler.ru,,6,0,71,,,
9491,0,КСЕНОН,,"просп. Коста, 215",10.00-19.00; без пер. ; вых. Вс.,,,5,0,99,,,
9493,0,МИР ГРАНИТА И МРАМОРА,,"ул. Первомайская, 27",9.00-18.00,,,6,0,71,,,
9494,0,ПУТЬ окна,,"ул. К.Кесаева, 10",10.00-17.00; без пер. ; Сб. 10.00-15.00; вых. Вс.,,,5,0,71,,,
9495,0,НИКА-МЕБЕЛЬ,,"ул. Весенняя, 7 а",10.00-18.30; вых. Вс.,,,5,0,71,,,
9496,0,ОКЕАН,,"ул. Весенняя, 1 а, ТЦ =Весна=",9.00-18.00; без пер. ; Сб. 10.00-14.00; вых. Вс.,ocean1780@mail.ru,,5,0,71,,,
9497,0,ФОРТОЧКА,,"ул. Черноморская, 2 б",9.00-18.00; вых. Вс.,,,5,0,71,,,
9503,0,TEZ TOUR,,"просп. Коста, 83","10.00-19.00; Сб., Вс. 11.00-17.00",,www.teztour.com,5,0,83,,,
9504,0,ЛЮМЬЕР-ИНТЕРЬЕР,,"просп. Коста, 154",11.00-19.00; Вс. 12.00-18.00,,,7,0,71,,,
9508,0,ПРИНТ МАСТЕР магазин,,"ул. Ген.Плиева, 25",9.00-18.00; без пер. ; Сб. 10.00-17.00;,alex@master15.ru,,5,0,67,,,
9510,0,КАЙЗЕР,,"ул. Цоколаева, 11",9.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
9515,0,ШАТУРА МЕБЕЛЬ,,"ул. Чапаева, 1",9.00-18.00; без пер. ; Сб. 10.00-17.00; вых. Вс.,,,5,0,71,,,
9520,0,СОЮЗ сеть аптек,,"ул. Владикавказская/ул. Цоколаева, 7/6","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9521,0,СОЮЗ сеть аптек,,"ул. Пожарского, 6","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9528,0,ОКНА ПАРТНЕР,,"ул. Леваневского, 60",9.00-18.00,,,5,0,71,,,
9533,0,ТЭЗНА,,"ул. А.Кесаева, 36","10.00-20.00; без пер. , вых.",,,5,0,67,,,
9534,0,ВИД & СТИЛЬ,,"ул. А.Кесаева, 27",10.00-20.00,,,5,0,67,,,
9543,0,L'ROSE флористика и декор,,"ул. К.Маркса, 100 б","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9544,0,ИНДУСТРИЯ КРАСОТЫ филиал,,"просп. Коста, 239",9.30-19.00; Вс. 9.30-18.00,,,5,0,67,,,
9546,0,VERSAL DECOR,362040,"ул. Тамаева, 25",10.00-19.00; без пер. ; Вс. 10.00-18.00,,www.versal-decor.ru,5,0,71,,,
9551,0,ЖЕЛТЫЙ ЧЕМОДАНЧИК агентство путешествий,362008,"ул. С.Мамсурова, 20","10.00-18.00; вых. Сб., Вс.",yellowcase@mail.ru,www.otpravim15.ru,6,0,83,,,
9554,0,MAGNAT матрасы,,"ул. Маркуса, 54",10.00-19.00,,www.magnat-matras.ru,5,0,71,,,
9555,0,САНТЕХНИКА,,"ул. Весенняя, 38/1",10.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
9556,0,СТРОЙ SITY,,"ул. Пушкинская, 67/4",9.00-17.00; Сб. 9.00-14.00; вых. Вс.,,,5,0,71,,,
9559,0,FASHION магазин,,"ул. Маяковского, 26","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9560,0,АРТ ПАРАД,,"ул. Ленина, 28",11.00-19.00,arut3112@mail.ru,,6,0,67,,,
9561,0,GLENFIELD,,"ул. Ген.Плиева, 17","9.00-20.00; без пер. , вых.",,,5,0,67,,,
9562,0,ДИМА салон-ателье,,"ул. Зангиева, 40","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9563,0,ДОМАШНЯЯ ВЫПЕЧКА кондитерский цех,,"ул. Бутырина, 13",9.00-18.00; Сб. 9.00-17.00; Вс. 9.00-15.00,,,5,0,67,,,
9569,0,АМУР интим-магазин,,"ул. Гугкаева, 10",10.00-19.00; Вс. 11.00-18.00,,,5,0,67,,,
9584,0,SHENEM ТЦ,,"ул. Островского, 12","10.00-22.00; без пер. , вых.",,,5,0,83,,,
9585,0,МАГНИТ магазин,,"ул. Весенняя, 15 а","9.30-21.30; без пер. , вых.",,,5,0,67,,,
9588,0,ИРКОПИР,,"ул. Маркова, 2 а","9.00-18.00; пер.  13.00-14.00; вых. Сб., Вс.",,,5,0,67,,,
9589,0,ПУЛЬС аптека,,"просп. Коста, 233 а",круглосуточно,pulsapteka@mail.ru,,5,0,83,,,
9590,0,АЛЕНКА кондитерский цех,,"ул. Ген.Дзусова, 30",9.00-20.00,,,5,0,67,,,
9598,0,ВЛАДИКАВКАЗСКИЙ ДОМ КНИГИ,,"просп. Мира, 12","10.00-20.00; без пер. , вых.",,,6,0,67,,,
9601,0,ВЛАДЭКО,,"просп. Коста, 35",10.00-19.00,chera9000@mail.ru,,7,0,71,,,
9615,0,ГЛОБУС ТУР,,"ул. Джанаева, 42, офис №302",10.00-18.00; без пер. ; вых. Вс.,alania.globustour@yandex.ru,,6,0,83,,,
9616,0,ЭКОНОМ аптека,,"ул. А.Кесаева, 36",8.00-21.00; Вс. 9.00-21.00,,,5,0,83,,,
9617,0,ЭКОНОМ аптека,,"ул. Ватутина, 51","8.00-21.00; без пер. , вых.",,,5,0,83,,,
9621,0,МЕБЕЛЬНЫЙ МИР,,"просп. Ген.Доватора, 12","10.00-19.00; без пер. , вых.",,,7,0,71,,,
9629,0,STATUS салон мебели,,"ул. Ардонская, 209",11.00-19.00; вых. Вс.,,www.statusvd.ru,7,0,67,,,
9634,0,ODRI,,"ул. Никитина, 33","11.00-20.00; без пер. , вых.",,,6,0,67,,,
9639,0,СИБИРСКОЕ ЗДОРОВЬЕ,,"просп. Коста, 126",10.00-19.00,,,6,0,83,,,
9650,0,ЦЕЛИТЕЛЬ сеть аптек,362027,"ул. Кирова, 30",круглосуточно,,,6,0,83,,,
9651,0,ЦЕЛИТЕЛЬ сеть аптек,,"ул. Маркова, 4",9.00-20.00,,,6,0,83,,,
9653,0,ADIDAS PERFORMANCE,,"просп. Мира, 39","10.00-20.00; без пер. , вых.",,www.adidas.com,5,0,83,,,
9654,0,ДОБРАЯ аптека,362025,"ул. Куйбышева, 54","9.00-22.00; без пер. , вых.",,,5,0,83,,,
9655,0,БЕЛЛАДОННА,,"ул. Куйбышева, 51",круглосуточно,,,5,0,83,,,
9661,0,ОПТИКА-ОЧКИ магазин,,"ул. Фрунзе, 4","10.00-19.00; без пер. , вых.",,,5,0,83,,,
9662,0,ОПТИКА-ОЧКИ магазин,,"ул. Ватутина, 51","10.00-19.00; без пер. , вых.",,,5,0,83,,,
9663,0,SHENEM фитнес-клуб,,"ул. Островского, 12, ТЦ =Shenem=",8.00-21.00; Сб. 9.00-20.00; вых. Вс.,,,5,0,83,,,
9664,0,МАГАЗИН ПРОФЕССИОНАЛЬНОЙ КОСМЕТИКИ,,"ул. К.Кесаева, 3, студия =Кукла=","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9667,0,РОМАШКА аптека,,"ул. Тельмана, 26","8.30-21.00; без пер. , вых.",,,5,0,83,,,
9668,0,КРИСТОФЕР салон красоты,,"просп. Коста, 240/1","10.00-20.00; без пер. , вых.",,,5,0,83,,,
9669,0,M-DI STUDIO,,"ул. Ватутина, 62","10.00-19.00; без пер. , вых.",,,5,0,83,,,
9670,0,МАЛЫШ аптека,,"ул. Барбашова, 46","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9673,0,ПЕРВОМАЙСКАЯ сеть аптек,,"ул. Морских пехотинцев, 9","9.00-19.00; без пер. , вых.",,,6,0,83,,,
9674,0,ПЕРВОМАЙСКАЯ сеть аптек,,"ул. А.Кесаева, 3","9.00-20.00; без пер. , вых.",,,6,0,83,,,
9687,0,LEVI'S,,"ул. Ген.Плиева, 17, ЦУМ, 2 этаж",9.00-20.00,,,6,0,67,,,
9688,0,JESS,,"ул. Ленина, 65","11.00-19.00; без пер. , вых.",,,6,0,67,,,
9689,0,DIAS,,"ул. А.Кесаева, 5","9.00-20.00; без пер. , вых.",,,5,0,83,,,
9692,0,BOHEMIA CRISTAL,,"ул. Маркуса, 9, ТД =Пассаж=","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9694,0,CARLO PAZOLINI,,"ул. Ленина, 58/ул. Джанаева, 26",10.00-20.00; Вс. 11.00-20.00,,,5,0,67,,,
9696,0,VIP CLUB,,"ул. Маяковского, 30","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9697,0,КУХНИ ЛЮКС,,"просп. Ген.Доватора, 9",10.00-18.00; Сб. 10.00-16.00; вых. Вс.,,,5,0,71,,,
9703,0,GIGI магазин,,"ул. Баллаева, 24","10.00-20.00; без пер. , вых.",,,6,0,83,,,
9704,0,СВЕТЛАНА салон красоты,,"просп. Коста, 278","10.00-20.00; без пер. , вых.",,,6,0,83,,,
9709,0,ZARA магазин,,"ул. Гостиева, 19",11.00-20.00,,,5,0,67,,,
9710,0,ТРИ ПИРОГА филиал,,"ул. Леонова, 6 а","9.00-22.00; без пер. , вых.",,,6,0,67,,,
9714,0,VERMONT,,"ул. М.Горького, 5",11.00-19.00; пер.  14.00-14.30; вых. Вс.,,www.vermont-m.ru,6,0,71,,,
9717,0,ВУНДЕРКИНД,,"ул. Джанаева, 17",11.00-19.00; Вс. 11.00-17.00,vladikavkaz@wkind.ru,www.vladikavkaz.wkind.ru,5,0,67,,,
9718,0,ПОИСК магазин,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 3 этаж","10.00-20.00; без пер. , вых.",,,5,0,71,,,
9719,0,ЕВРОСЕТЬ,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=","10.00-21.00; без пер. , вых.",,,5,0,67,,,
9723,0,ПОДАРКИ,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 1 этаж","10.00-21.00; без пер. , вых.",,,5,0,67,,,
9724,0,BAI BAI магазин постельного белья,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 1 этаж","10.00-21.00; без пер. , вых.",,,5,0,67,,,
9727,0,СУВЕНИРНАЯ ЛАВКА,,"просп. Коста, 217","9.00-17.00; вых. Сб., Вс.",,,6,0,67,,,
9728,0,ФОТОСИЛА.RU филиал,,"ул. Ген.Плиева, 17, ЦУМ, 1 этаж","9.00-20.00; без пер. , вых.",,,6,0,67,,,
9731,0,IN STYLE,,"ул. Маркуса, 2","11.00-20.00; без пер. , вых.",,,6,0,67,,,
9732,0,"ПЛАНТАЦИЯ ЧАЙ, КОФЕ филиал",,"ул. А.Кесаева, 2 а, ТРЦ =Столица=","10.00-21.00; без пер. , вых.",,,6,0,67,,,
9734,0,БАРС И ТУР магазин,362040,"ул. Г.Баева, 7","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9735,0,21 ВЕК салон компьютерной техники и электроники,362027,"ул. Огнева, 12",10.00-19.00; Сб. 10.00-15.00; вых. Вс.,century@hotbox.ru,,6,0,67,,,
9740,0,СКЛАД №35,362003,"ул. Первомайская, 27",8.00-18.00; без пер. ; Вс. 8.00-15.00,,,6,0,71,,,
9741,0,STRELLSON магазин,,"ул. М.Горького, 27","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9742,0,ДЕАР-ОПТИКА филиал,,"ул. Ватутина, 62",10.00-19.00; без пер. ; вых. Вс.,,,5,0,83,,,
9743,0,AK-STAR,,"ул. Кирова, 24","10.00-19.00; без пер. , вых.",elli-ir@mail.ru,,6,0,71,,,
9744,0,БОБЕР,,"ул. Первомайская, 27 (торговые ряды)",9.00-18.00; Вс. 9.00-14.00,,,5,0,71,,,
9748,0,ЭГОИСТКА студия красоты,,"ул. Миллера, 28","10.00-20.00; без пер. , вых.",,,6,0,83,,,
9749,0,ФЭН-ШУЙ магазин,,"ул. Ватутина, 43",10.00-19.30; без пер. ; вых. Вс.,,,5,0,67,,,
9751,0,ТВОЙ ГАРДЕРОБ,362025,"ул. Куйбышева, 27",9.00-19.00,,,5,0,67,,,
9753,0,БАНТ магазин,,"ул. Ватутина, 39/41",11.00-19.00,,,5,0,67,,,
9761,0,МИККИ,,"ул. Ленина, 65","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9764,0,MUSTANG,,"ул. Джанаева, 28","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9766,0,БОТИК,,"ул. Никитина, 28","11.00-19.00; без пер. , вых.",,,6,0,67,,,
9767,0,ТЕРРИТОРИЯ КРАСОТЫ,,"ул. Шмулевича, 6, СК =Олимп=","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9769,0,ADRENALINE тренажерный зал,362019,"ул. М.Горького, 111 а",10.00-22.00; Сб. 10.00-21.00; вых. Вс.,,,5,0,83,,,
9770,0,СТРОЙХОЗМАРКЕТ,362019,"ул. Павленко, 54","8.00-18.00; без пер. , вых.",,,5,0,71,,,
9771,0,INCANTO,362019,"ул. Павленко, 75","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9774,0,LA FATINA,,"ул. Ленина, 20",11.00-20.00; Вс. 11.00-18.00,,,6,0,67,,,
9776,0,КАПРИЗ турфирма,,"ул. Ленина, 31","10.00-19.00; без пер. , вых.",,,6,0,83,,,
9778,0,КОПЕЙКА second hand,,"ул. Бородинская, 4",10.00-18.00; без вых.,,,6,0,67,,,
9779,0,КОПЕЙКА second hand,,"пл.50-лет Октября, 2",10.00-18.00,,,5,0,67,,,
9780,0,ДИСКО,,"ул. Ленина, 28",11.00-19.00,,,5,0,67,,,
9781,0,НАЦИОНАЛЬНОЕ ДОСТОЯНИЕ,,"ул. Революции, 23",10.00-18.00,,,5,0,67,,,
9785,0,ЖЕНИХ И НЕВЕСТА свадебный салон,,"ул. Маркуса, 9, ТД =Пассаж=, 2 этаж",11.00-20.00; без пер. ; Вс. 11.00-19.00,,,6,0,67,,,
9788,0,ЦВЕТОЧЕК,,"ул. Куйбышева, 40","9.00-19.00; без пер. , вых.",,,6,0,67,,,
9790,0,CORAL TRAVEL,,"ул. Ленина, 9, 2 этаж",11.00-19.00; Сб. 11.00-17.00; вых. Вс.,,www.coral.ru,7,0,83,,,
9791,0,ДЕРБЕНТ магазин,,"ул. А.Кесаева, 23 а","9.00-19.00; без пер. , вых.",,,6,0,67,,,
9792,0,НАШ сеть универсамов,,"ул. Х.Мамсурова, 42","10.00-22.00; без пер. , вых.",,,5,0,67,,,
9794,0,ПРИНЧИПЕССА,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=","10.00-22.00; без пер. , вых.",,,5,0,67,,,
9796,0,СКАЗОЧНЫЙ МИР филиал,,"ул. Владикавказская, 30","10.00-19.00; без пер. , вых.",,,5,0,87,,,
9797,0,МИЛЛИ,,"ул. Димитрова, 13","10.00-20.00; без пер. , вых.",,,6,0,67,,,
9798,0,УЛИЦА ГОБЕЛЕНОВ,,"ул. Кирова, 30",11.00-19.00; вых. Вс.,,,6,0,67,,,
9799,0,КУЛЕР,,"просп. Коста, 233 а","9.00-18.00; Сб., Вс. 9.00-15.00",,,5,0,71,,,
9800,0,БАНКЕТка,,"ул. Маркуса, 52","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9801,0,СТЭЙТОН супермаркет,,"ул. Ген.Плиева, 17","9.00-22.00; без пер. , вых.",,,6,0,67,,,
9802,0,ТРИ СЧАСТЬЯ,,"ул. Джанаева, 10","9.00-21.00; без пер. , вых.",,,6,0,83,,,
9803,0,ANABELLA,,"ул. Джанаева, 43","10.00-19.00; без пер. , вых.",,,5,0,67,,,
9804,0,BELLISSIMA магазин,,"ул. Маркуса, 9, ТД =Пассаж=","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9805,0,СЕРЕБРЯНАЯ ИГЛА,,"ул. Рамонова, 13",9.30-18.30; без пер. ; вых. Вс.,,www.tkani-silverigla.ru,5,0,67,,,
9811,0,АМОНД свадебный салон,,"ул. Армянская, 25 б",10.00-19.00; вых. Вс.,,,6,0,67,,,
9812,0,ОЛИМП фитнес-центр,,"ул. Пушкинская/ул. Шмулевича, 6, СК =Олимп=",9.30-21.30; вых. Вс.,,www.fitnesclub-olimp.ru,5,0,83,,,
9813,0,ГРАНД-МАСТЕР,,"ул. Пушкинская, 2, СК =Манеж=",10.00-18.00; без пер. ; вых. Вс.,,,5,0,83,,,
9814,0,АЛЗА СПОРТ,,"ул. Зортова, 63",10.00-18.00; без пер. ; вых. Вс.,,,5,0,83,,,
9815,0,ХОЗТОВАРЫ магазин,,"ул. Серова, 14","8.00-19.30; без пер. , вых.",,,6,0,71,,,
9816,0,САКВОЯЖ магазин,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=",,,,5,0,67,,,
9817,0,IK STUDIO центр дизайна и отделки,362040,"ул. Б.Ватаева, 62 а","10.00-19.00; без пер. , вых.",sales@kachmazova.ru,www.kachmazova.ru,6,0,71,,,
9818,0,БАРКАД хозтовары,,"ул. Пушкинская, 43, р-к =Привоз=",8.00-18.00,,,5,0,71,,,
9819,0,ЖАННА магазин,,"ул. Пушкинская, 43, р-к =Привоз=","8.00-18.00; без пер. , вых.",,,5,0,71,,,
9820,0,ЭЛЕКТРИК,,"ул. Ак.Шегрена, 55","9.00-16.00; без пер. , вых.",,,5,0,71,,,
9823,0,ЮНОСТЬ магазин,362020,"ул. Х.Мамсурова, 52","8.00-19.00; без пер. , вых.",,,7,0,71,,,
9824,0,КИММЕРИ магазин,,"ул. Пушкинская, 43",9.00-17.00; Вс. 9.00-15.00,,,5,0,71,,,
9825,0,СЕН-ТРОПЕ,,"ул. Коцоева, 105",10.00-19.00; Сб. 11.00-18.00; вых. Вс.,santropez@osetia.ru,www.santropez.ru,5,0,83,,,
9827,0,ЗОЛУШКА филиал,,ул. Пожарского/ул. Иристонская,"9.00-21.00; без пер. , вых.",,,5,0,83,,,
9828,0,ЗОЛУШКА филиал,,"ул. Леваневского, 275","9.00-21.00; без пер. , вых.",,,5,0,83,,,
9833,0,VERNISAGE,,"ул. Тамаева, 29","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9835,0,SAN TAM,,"ул. Революции, 68, ТЦ =Эпизод=","11.00-19.00; без пер. , вых.",,,5,0,67,,,
9836,0,TIM,,"ул. Маркуса, 9, ТД =Пассаж=","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9837,0,МЕБЕЛЬНЫЙ САЛОН,,"ул. Х.Мамсурова, 33",10.00-17.00,,,5,0,71,,,
9838,0,СУМКАМАНИЯ,,"ул. Маркуса, 9, ТД =Пассаж=, 2 этаж","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9842,0,LONDON бутик,,"ул. Ленина, 38","11.00-19.30; без пер. , вых.",,,5,0,67,,,
9843,0,AVANGARD,,"ул. Маркуса, 9, ТД =Пассаж=",11.00-20.00; Вс. 10.00-19.00,,,6,0,67,,,
9844,0,WACAN,,"ул. Ленина, 46","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9845,0,SAKURA японская косметика,,"ул. Маркуса, 9, ТД =Пассаж=",11.00-20.00; Вс. 11.00-19.00,,,5,0,83,,,
9846,0,ДОМ ПАРФЮМ,,"ул. Маркуса, 9, ТД =Пассаж=",11.00-20.00; Вс. 11.00-19.00,domparfum@mail.ru,,6,0,83,,,
9849,0,ФАРМАТЕКА аптека,,"просп. Коста, 298","8.00-20.00; без пер. , вых.",,,5,0,83,,,
9850,0,NUVOLE,,"просп. Коста, 39",10.00-18.00; вых. Вс.,nuvolekv@gmail.com,www.oikos-paint.com,7,0,71,,,
9851,0,ЕВРОКЛИМАТ,,"ул. Ген.Плиева, 19",10.00-18.00; пер.  14.00-15.00; Сб. 10.00-14.00; вых. Вс.,,,6,0,71,,,
9853,0,VICTORIA'S SECRET,,"ул. Джанаева, 27",12.00-19.00; вых. Вс.,,,6,0,67,,,
9855,0,ШАНТИМЕЛЬ филиал,,"ул. Владикавказская, 30","9.00-20.00; без пер. , вых.",,,6,0,67,,,
9857,0,НОТА СЕРДЦА,,"ул. Ген.Плиева, 17, ЦУМ, 1 этаж","9.00-20.00; без пер. , вых.",,,6,0,83,,,
9858,0,НОТА СЕРДЦА,,"ул. Пожарского, 5","9.00-20.00; без пер. , вых.",,,6,0,83,,,
9860,0,ВИТРАЖ фотостудия ,,"ул. Никитина, 22, офис №18",10.00-19.00; пер.  14.00-15.00; без вых.,,,5,0,67,,,
9861,0,ЧЕНТО ПЕРЧЕНТО мебельный салон,,"ул. Московская, 55/1","10.00-19.00; без пер. , вых.",mebel-chento@mail.ru,www.chentomebel.ru,5,0,71,,,
9863,0,КОСМЕТОЛОГ+,,"ул. Пожарского, 10","9.00-17.00; без пер. , вых.",,,5,0,91,,,
9864,0,LIU JO,,"ул. Никитина, 34","11.00-20.00; без пер. , вых.",,www.liujo.it,5,0,67,,,
9865,0,NAME бутик,,"ул. Маркуса, 45","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9867,0,САЛОН КРАСОТЫ ЛЮДМИЛЫ МЕДВЕДЕВОЙ,,"ул. Весенняя, 16","9.00-20.00; без пер. , вых.",,,5,0,83,,,
9870,0,SHOPOGOLIK бутик аксессуаров и бижутерии,,"ул. Куйбышева, 7",10.30-20.00,,,5,0,67,,,
9873,0,САРМАТ ансамбль,,"ул. Гагарина, 41",16.00-20.00; вых. Вс.,,,6,0,67,,,
9877,0,САНТЕХЭКОНОМ,,"ул. А.Кесаева, 12 а","9.00-18.00; без пер. , вых.",,,5,0,71,,,
9880,0,ФОРМУЛА КРАСОТЫ бутик профессиональной косметики,,"ул. Ленина, 28",10.00-19.00; без пер. ; вых. Вс.,,,5,0,83,,,
9881,0,ГОРОД МАСТЕРОВ,,"ул. Никитина, 21, 2 этаж",10.00-18.30; вых. Вс.,,,6,0,67,,,
9882,0,АЛКО-МИР филиал,,"ул. М.Горького, 29","10.00-23.00; без пер. , вых.",,,5,0,67,,,
9884,0,MOZAIKA,,"ул. М.Горького, 23",11.00-20.00,irinahetagurova@mail.ru,,5,0,67,,,
9885,0,ADEC,362008,"ул. Кирова, 3",10.00-17.00; вых. Вс.,adec@adec.name,www.adec.name,7,0,71,,дизайн архитектура интерьер,
9886,0,АТРИКА,,"ул. В.Абаева, 89",8.00-20.00; Сб. 9.00-19.00; вых. Вс.,,,5,0,83,,,
9887,0,АКВАРИУМНЫЙ И ЖИВОТНЫЙ МИР,,"ул. Первомайская, 27, новые торговые ряды",11.00-17.00; вых. Вс.,,,5,0,67,,,
9888,0,FREE STYLE,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=","10.00-21.00; без пер. , вых.",,,6,0,67,,,
9890,0,CASEKIT салон обуви,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 2 этаж","10.00-21.00; без пер. , вых.",,,5,0,67,,,
9893,0,ЭСТЕТ ювелирный салон,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 2 этаж","10.00-21.00; без пер. , вых.",,www.estet.ru,5,0,67,,,
9894,0,КАНЦТОВАРЫ магазин,,"ул. Владикавказская, 42","10.00-18.00; без пер. , вых.",,,5,0,67,,,
9897,0,JEANS МАНИЯ,,"ул. Маркуса, 9, ТД =Пассаж=, 2 этаж","11.00-20.00; без пер. , вых.",,,6,0,67,,,
9898,0,ТАЙНА сеть салонов корректирующего белья,,"ул. Владикавказская, 37 а, ТЦ =Индиго=","11.00-20.00; без пер. , вых.",,,5,0,67,,,
9900,0,МОНОЛИТ,362013,"ул. 6-я Промышленная, 1",9.00-17.00; вых. Вс.,,,5,0,71,,,
9903,0,ЧИСТЫЙ ДОМ филиал,,"просп. Коста, 225","9.00-20.00; без пер. , вых.",,,6,0,67,,,
9904,0,ЧИСТЫЙ ДОМ филиал,,"ул. Павленко, 54 а","9.00-20.00; без пер. , вых.",,,6,0,67,,,
9907,0,FASHION CLOCK,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=",10.00-21.00,,,5,0,67,,,
9910,0,АВИАТРЕВЕЛ,,"ул. Гагарина, 43 а","8.00-20.00; без пер. , вых.",aviatravel15@mail.ru,,5,0,83,,,
9911,0,AMADEUS туристическое агентство,362040,"ул. М.Горького, 23",10.00-19.00; вых. Вс.,kartamira.tk@mail.ru,,6,0,83,,,
9912,0,ИЗАБЭЛЬ парикмахерский салон,,"ул. Весенняя, 15/4","9.00-20.00; без пер. , вых.",,,5,0,83,,,
9913,0,СВАДЕБНАЯ ФОТОГРАФИЯ,,,9.00-24.00,info@photo-t.ru,http://тахохов.рф,5,0,67,,,
10320,0,KRATOS TRAVEL,362027,"ул. Баллаева, 22",10.00-19.00; вых. Вс.,kratostravel@gmail.com,,6,0,83,,,
10510,0,FAVOURITE HOME постельное белье,362040,"ул. Кирова, 30","11.00-19.00; без пер. , вых.",,,5,0,71,,,
10514,0,STANLEY-ЮГ,,"просп. Коста, 252",10.00-18.00; Сб. 10.00-17.00; вых. Вс.,,,5,0,71,,,
10520,0,MODA MIA,,"ул. С.Мамсурова, 1",10.00-20.00,,,5,0,67,,,
10523,0,ОАЗИС супермаркет,362031,"просп. Коста, 278","9.00-22.00; без пер. , вых.",,,6,0,67,,,
10525,0,ЭКСКЛЮЗИВ spa-салон,,"ул. Баллаева, 24","10.00-21.00; без пер. , вых.",,,5,0,83,,,
10529,0,AMADEUS SALON,,"ул. А.Кесаева, 2 а, ТРЦ =Столица=, 1 этаж","10.00-21.00; без пер. , вых.",,,5,0,67,,,
10533,0,САНТЕХНИКА,,"ул. Московская, 8",10.00-18.00; вых. Вс.,,,7,0,71,,,
10536,0,ДВЕРИ НОВОГО ПОКОЛЕНИЯ,,"ул. Гастелло, 73, ТЦ =Портал=","10.00-19.00; без пер. , вых.",,,6,0,71,,,
10540,0,ДОМАШНИЙ МАСТЕР магазин,,"ул. Ген.Плиева, 38/ул. Ардонская, 48","8.30-18.00; без пер. , вых.",,,5,0,71,,,
10547,0,FUSION студия мебели,,"ул. Весенняя, 15 а","10.00-19.00; без пер. ; Сб., Вс. 11.00-18.00",,,5,0,71,,,
10556,0,ФОРТУНА фирма,,"ул. Ген.Плиева, 65 а",9.00-18.00; без пер. ; вых. Вс.,,,7,0,71,,,
10562,0,ФЕНИКС ,,"ул. Ватутина, 100, 2 этаж",10.00-18.00; вых. Вс.,feniks.alania@mail.ru,,5,0,71,,,
