"_id","org_name","org_http","org_email","org_cache_mode","org_parent_id","org_cache_address","org_address_index","org_address_region","org_address_district","org_address_city","org_address_street","org_address_building","org_address_corp","org_address_street2","org_address_building2","org_address_corp2","org_address_other","org_address_x","org_address_y","org_small_name"
"6331","ДОМ КУЛЬТУРЫ","","","11 - 20 пер.: 13 - 15 вых.: вс. ","6326","Алагирский р-н, с. Црау, ул. Ленина 63 ","","1","5","79","677","63","","0","","","","0.0","0.0","дом культуры"
"6335","КРАЙС","www.krais.ru","krais@list.ru, krais.ltd@gmail.com","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Коста 11 в ","362015","1","0","1","15","11 в","","0","","","","43.002695","44.67457","крайс"
"6338","VIP-ОБУВЬ","","","10 - 19 ","0","г. Владикавказ, ул. Миллера 20 /ул. Маяковского 15 ","362040","1","0","1","166","20","","184","15","","","43.033293","44.678929","vip-обувь"
"6339","VIP CONSULT","www.vip-con.ru","vip-con@mail.ru","09 - 19 ","0","г. Владикавказ, пр-т. Коста 93 ","362040","1","0","1","15","93","","0","","","","43.019288","44.673872","vip consult"
"6340","МЕДИЦИНСКИЙ ЦЕНТР","","","09 - 16 вых.: вс. ","0","Моздокский р-н, г. Моздок, ул. Свердлова 27 ","","1","4","29","822","27","","0","","","","0.0","0.0","медицинский центр"
"6341","ООШ С.В.КОМГАРОН","","","","2260","Пригородный р-н, с. Верхний Комгарон, ул. Горького 1 ","363105","1","1","152","906","1","","0","","","","0.0","0.0","оош с.в.комгарон"
"6344","ЗДОРОВЬЕ аптека","","","08 - 20 ","0","г. Владикавказ, ул. Ген.Дзусова 7 5 ","362045","1","0","1","9","7","5","0","","","","43.051277","44.633147","здоровье аптека"
"6345","АПТЕКА ООО =ЗДОРОВЬЕ=","","","08 - 21 ","6344","г. Владикавказ, ул. Леваневского /пр-т. Коста 273 ","362035","1","0","1","28","","","15","273","","","43.054952","44.646826","аптека ооо =здоровье="
"6346","АПТЕКА ООО =ЗДОРОВЬЕ=","","","круглосуточно","6344","г. Владикавказ, ул. Барбашова 37 ","","1","0","1","98","37","","0","","","","43.027039","44.656581","аптека ооо =здоровье="
"6347","АПТЕКА ООО =ЗДОРОВЬЕ=","","","круглосуточно","6344","Ардонский р-н, г. Ардон, ул. Партизанская 31 ","","1","6","21","428","31","","0","","","","0.0","0.0","аптека ооо =здоровье="
"6348","ПОЛИКЛИНИКА СТ.АРХОНСКАЯ","","","08:30 - 18:00 вых.: вс. ","0","Пригородный р-н, ст. Архонская, ул. Мира 38 ","","1","1","38","516","38","","0","","","","0.0","0.0","поликлиника ст.архонская"
"6350","ЦЕНТР РИЭЛТОРСКИХ  УСЛУГ (ЦРУ) агентство недвижимости","www.nbsk.ru","","10 - 17 вых.: вс. ","0","г. Владикавказ, ул. Ростовская 13 1 этаж","362040","1","0","1","169","13","","0","","","1 этаж","43.035126","44.687646","центр риэлторских  услуг (цру) агентство недвижимости"
"6351","НЕДВИЖИМОСТЬ И БИЗНЕС НА СЕВЕРНОМ КАВКАЗЕ журнал","www.nbsk.ru","","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Ростовская 13 1 этаж","362040","1","0","1","169","13","","0","","","1 этаж","43.035625","44.687516","недвижимость и бизнес на северном кавказе журнал"
"6359","ПОДАРКИ","","","пн. - сб. 10 - 19 вс. 10 - 17 ","0","г. Владикавказ, ул. Леваневского 275 маг. =Гермес=","362035","1","0","1","28","275","","0","","","маг. =Гермес=","43.052153","44.647311","подарки"
"6360","ГЕРМЕС МЕД","","","09 - 18 ","0","г. Владикавказ, ул. Бородинская 10 ","362025","1","0","1","194","10","","0","","","","43.030413","44.68709","гермес мед"
"6364","ПОДШИПНИКИ","","","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, пер. Транспортный 4 ","362021","1","0","1","76","4","","0","","","","43.048402","44.670581","подшипники"
"6369","+36,6 сеть аптек","","","круглосуточно","0","г. Владикавказ, ул. Иристонская 45 ","362042","1","0","1","46","45","","0","","","","43.067691","44.661528","+36,6 сеть аптек"
"6373","АЛАНИЯ реабилитационный центр детей-инвалидов","","","09 - 18 вых.: вс. ","0","г. Владикавказ, пр-т. Мира 26 офис №18","362040","1","0","1","180","26","","0","","","офис №18","43.030715","44.680804","алания реабилитационный центр детей-инвалидов"
"6375","СЕВЕРО-ОСЕТИНСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ЦЕНООБРАЗОВАНИЮ В СТРОИТЕЛЬСТВЕ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","550","г. Владикавказ, пл. Свободы 5 ","362040","1","0","1","177","5","","0","","","","43.024743","44.680514","северо-осетинский региональный центр по ценообразованию в строительстве"
"6376","ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ПО НАДЗОРУ ЗА ТЕХНИЧЕСКИМ СОСТОЯНИЕМ САМОХОДНЫХ МАШИН И ДРУГИХ ВИДОВ ТЕХНИКИ (ГОСТЕХНАДЗОР РСО-А)","","gostehnadzor.rso@mail.ru","","0","г. Владикавказ, ул. Армянская 30 1 ","362007","1","0","1","209","30","1","0","","","","43.022448","44.685863","государственная инспекция по надзору за техническим состоянием самоходных машин и других видов техники (гостехнадзор рсо-а)"
"6377","ГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА ПРОЕКТОВ СТРОИТЕЛЬСТВА управление РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Тхапсаева 4 ","362040","1","0","1","189","4","","0","","","","43.028304","44.677609","государственная экспертиза проектов строительства управление рсо-а"
"6379","АЛЬФА-ВЛАДИКАВКАЗ ЧОП","","","09 - 18 ","0","г. Владикавказ, ул. К.Маркса 53 ","362003","1","0","1","45","53","","0","","","","43.029585","44.67067","альфа-владикавказ чоп"
"6380","ЗОДИАК ресторан","","","12 - 00 ","0","г. Владикавказ, ул. Цоколаева 8 а ","362047","1","0","1","14","8 а","","0","","","","43.044261","44.636281","зодиак ресторан"
"6381","АППАРАТ ПОЛНОМОЧНОГО ПРЕДСТАВИТЕЛЯ ПРЕЗИДЕНТА РФ В СЕВЕРО-КАВКАЗСКОМ ФЕДЕРАЛЬНОМ ОКРУГЕ ПО РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Кирова 37 ","362027","1","0","1","105","37","","0","","","","43.035286","44.679645","аппарат полномочного представителя президента рф в северо-кавказском федеральном округе по рсо-а"
"6382","ЗОДИАК супермаркет","","","09 - 22 ","0","г. Владикавказ, ул. Цоколаева 8 а ","362047","1","0","1","14","8 а","","0","","","","43.044261","44.636281","зодиак супермаркет"
"6384","ПРЕДСТАВИТЕЛЬСТВО МИД РФ В Г.ВЛАДИКАВКАЗЕ","","mid-alania@mail.ru","пн. - чт. 09:30 - 18:00 пер.: 13 - 14 пт. 09:30 - 16:45 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Коцоева 17 ","362040","1","0","1","106","17","","0","","","","43.020519","44.678756","представительство мид рф в г.владикавказе"
"6386","МИР ОБУВИ","","mirobuvi@rambler.ru","10 - 19 ","0","г. Владикавказ, ул. Ленина 44 ","362040","1","0","1","295","44","","0","","","","43.031064","44.682523","мир обуви"
"6387","ПУЛЬТ ЦЕНТРАЛИЗОВАННОЙ ОХРАНЫ ЗАТЕРЕЧНОГО И СЕВЕРО-ЗАПАДНОГО МО","","","круглосуточно","4831","г. Владикавказ, ул. Бутырина 3 ","362040","1","0","1","202","3","","0","","","","43.026679","44.681923","пульт централизованной охраны затеречного и северо-западного мо"
"6388","ПУЛЬТ ЦЕНТРАЛИЗОВАННОЙ ОХРАНЫ ИРИСТОНСКОГО И ПРОМЫШЛЕННОГО МО","","","круглосуточно","4831","г. Владикавказ, ул. Бутырина 3 ","362040","1","0","1","202","3","","0","","","","43.026679","44.681923","пульт централизованной охраны иристонского и промышленного мо"
"6391","ЦЕНТР ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ МВД РСО-А","","","09 - 18 пер.: 13:30 - 14:30 вых.: сб. вс. ","542","г. Владикавказ, ул. Гвардейская 25 ","362002","1","0","1","43","25","","0","","","","43.055641","44.674963","центр профессиональной подготовки мвд рсо-а"
"6393","АППАРАТ МИРОВЫХ СУДЕЙ РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Чкалова 6 ","362002","1","0","1","174","6","","0","","","","43.040673","44.67042","аппарат мировых судей рсо-а"
"6395","ЗОДИАК салон красоты","","","10 - 19 вых.: вс. ","0","г. Владикавказ, ул. Цоколаева 8 а ","362047","1","0","1","14","8 а","","0","","","","43.044261","44.636281","зодиак салон красоты"
"6398","VALENTINO салон оптики","","","10 - 18 ","0","г. Владикавказ, пр-т. Коста 251 ","362031","1","0","1","15","251","","0","","","","43.050684","44.654084","valentino салон оптики"
"6399","ОПЕРА стоматологический кабинет","","","пн. - пт. 09 - 18 сб. 09 - 13 вых.: вс. ","0","г. Владикавказ, ул. Коцоева 79 ","","1","0","1","106","79","","0","","","","43.028818","44.67352","опера стоматологический кабинет"
"6400","ЮНИОН стоматологический кабинет","","","09 - 19 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 26 ","362040","1","0","1","170","26","","0","","","","43.033691","44.685547","юнион стоматологический кабинет"
"6401","КАБИНЕТ КОЖНО-ВЕНЕРИЧЕСКИХ  БОЛЕЗНЕЙ","","","","0","г. Владикавказ, 66 а ","","1","0","1","0","66 а","","0","","","","0.0","0.0","кабинет кожно-венерических  болезней"
"6402","УЧХОЗ ИМ.ПРОФЕССОРА САЛАМОВА","","","08 - 16 пер.: 12 - 13 вых.: сб. вс. ","0","Пригородный р-н, с. Михайловское, ул. К.Либкнехта 2 а ","","1","1","32","433","2 а","","0","","","","0.0","0.0","учхоз им.профессора саламова"
"6403","ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ И ИННОВАЦИЙ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","545","г. Владикавказ, ул. Бутырина 7 ","362040","1","0","1","202","7","","0","","","","43.026838","44.683267","центр развития образования и инноваций"
"6404","БИБЛИОТЕКА ДЛЯ СЛЕПЫХ РЕСПУБЛИКАНСКАЯ","","","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Коста 238 ","362020","1","0","1","15","238","","0","","","","43.040912","44.661461","библиотека для слепых республиканская"
"6406","ДИГОРСКИЙ ГОСУДАРСТВЕННЫЙ ДРАМАТИЧЕСКИЙ ТЕАТР","","","09 - 16 вых.: пн. вс. ","0","г. Владикавказ, пр-т. Коста 38 ","362015","1","0","1","15","38","","0","","","","43.009872","44.676577","дигорский государственный драматический театр"
"6409","PLAZMA кафе","","","10 - 22 ","0","г. Владикавказ, ул. Маркова 52 ","362027","1","0","1","165","52","","0","","","","43.042578","44.682544","plazma кафе"
"6411","КОРОНА интернет-клуб","","","09 - 22 ","0","г. Владикавказ, пр-т. Коста 268 ","362035","1","0","1","15","268","","0","","","","43.047672","44.657188","корона интернет-клуб"
"6416","ОЛИМП спортивно-оздоровительный комплекс","","","09 - 21 вых.: вс. ","0","г. Владикавказ, ул. Шмулевича 6 ","362019","1","0","1","229","6","","0","","","","43.024228","44.696552","олимп спортивно-оздоровительный комплекс"
"6419","ВОДНАЯ СТАНЦИЯ","","","10 - 20 ","0","г. Владикавказ, пр-т. Коста 18 ","","1","0","1","15","18","","0","","","","0.0","0.0","водная станция"
"6420","АБСОЛЮТ аудиторская фирма","","","09 - 18 ","0","г. Владикавказ, ","362040","1","0","1","0","","","0","","","","0.0","0.0","абсолют аудиторская фирма"
"6421","СТАТУС регистраторское общество","www.mcdimitent@alania.ru","sofcmd@rambler.ru","10 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 46 2 этаж","362040","1","0","1","180","46","","0","","","2 этаж","43.033344","44.680365","статус регистраторское общество"
"6422","ИНГОССТРАХ Владикавказский филиал","","","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Димитрова 2 ","362040","1","0","1","212","2","","0","","","","43.023691","44.683266","ингосстрах владикавказский филиал"
"6423","МЕГАПОЛИС-ВЛАДИКАВКАЗ фирма","","","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Московская 8 ","362043","1","0","1","13","8","","0","","","","43.058926","44.647459","мегаполис-владикавказ фирма"
"6425","СВЯЗЬ-БЕЗОПАСНОСТЬ","","","пн. - чт. 08:30 - 17:30 пер.: 13 - 14 пт. 08:30 - 16:15 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Весенняя 18 ","362043","1","0","1","6","18","","0","","","","43.042124","44.630069","связь-безопасность"
"6426","РАДИОТЕЛЕВИЗИОННЫЙ ПЕРЕДАЮЩИЙ ЦЕНТР РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Леонова 11 а ","362031","1","0","1","30","11 а","","0","","","","43.056968","44.653675","радиотелевизионный передающий центр рсо-а"
"6427","ЭКОНОМКЛАСС авиакассы","","","09 - 19 ","0","г. Владикавказ, ул. Маркуса 61 ","362027","1","0","1","3","61","","0","","","","43.038581","44.682105","экономкласс авиакассы"
"6430","ЗАХХОН","","","08 - 18 вых.: вс. ","0","г. Владикавказ, ул. Ватутина 63 а ","362027","1","0","1","199","63 а","","0","","","","0.0","0.0","заххон"
"6431","ДИАЛОГ-ИНВЕСТ","www.dialoginvest.lada.ru","dialog-servis@bk.ru","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Московская 3 ","362031","1","0","1","13","3","","0","","","","43.057903","44.653694","диалог-инвест"
"6433","LADA ДЕТАЛЬ","","","09 - 19 вых.: вс. ","0","г. Владикавказ, пр-т. Ген.Доватора 2 ","362048","1","0","1","4","2","","0","","","","43.014429","44.66307","lada деталь"
"6434","АВТОЛЮКС","","","09 - 19 ","0","г. Владикавказ, ул. Мичурина 43 а ","362048","1","0","1","55","43 а","","0","","","","43.068771","44.667877","автолюкс"
"6436","АЙ, ДУША! ресторан","","","12 - 00 ","0","г. Владикавказ, ул. Островского 23 ","","1","0","1","277","23","","0","","","","43.033859","44.663806","ай, душа! ресторан"
"6443","РОМА нефтебаза","","","круглосуточно","0","Правобережный р-н, г. Беслан, ул. Первомайская 222 б ","","1","2","28","446","222 б","","0","","","","0.0","0.0","рома нефтебаза"
"6444","ЗАРАМАГСКИЕ ГЭС","","ofis@zaramag.ru","09 - 18 пер.: 12:30 - 13:30 вых.: сб. вс. ","0","г. Владикавказ, ул. Первомайская 34 ","362048","1","0","1","112","34","","0","","","","43.022433","44.659486","зарамагские гэс"
"6446","АЛАНИЯ ЭНЕРГОСТРОЙ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Тельмана 43 а ","362013","1","0","1","67","43 а","","0","","","","43.069891","44.675883","алания энергострой"
"6447","ТАТАРСКИЙ ИНСТИТУТ СОДЕЙСТВИЯ БИЗНЕСУ","","","10 - 16 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 38 ","362040","1","0","1","180","38","","0","","","","43.03202","44.680594","татарский институт содействия бизнесу"
"6449","ЭЛИКСИР-Д","","","10 - 17 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. 4-я Промышленная 1 а ","362013","1","0","1","319","1 а","","0","","","","0.0","0.0","эликсир-д"
"6452","СТРЕЛЕЦ","","","08 - 17 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Коблова 7 ","362015","1","0","1","139","7","","0","","","","43.00824","44.669917","стрелец"
"6457","ГОРИЗОНТ","","","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. М.Горького 58 ","362002","1","0","1","196","58","","0","","","","43.029679","44.691755","горизонт"
"6459","ЯНТАРЬ завод","","","08 - 17 пер.: 12 - 13 вых.: вс. ","0","г. Владикавказ, ул. Московская 1 ","362031","1","0","1","13","1","","0","","","","43.057929","44.656553","янтарь завод"
"6464","ВЕТЕРИНАРНАЯ КЛИНИКА ДОКТОРА БИЦИЕВА","","","18 - 20 вых.: сб. вс. ","0","г. Владикавказ, ул. Гоголя 5 ","362002","1","0","1","157","5","","0","","","","43.037716","44.677717","ветеринарная клиника доктора бициева"
"6465","CBS CONSULTING","www.cbs-c.ru","cbs.podbor@yandex.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Ватутина 58 5 этаж, офис №№11, 12, 22, 23","362025","1","0","1","199","58","","0","","","5 этаж, офис №№11, 12, 22, 23","43.030458","44.690431","cbs consulting"
"6466","ПМК-ГАЗ","","pmk-gaz@mail.ru","08 - 17 пер.: 12 - 13 вых.: сб. вс. ","0","г. Владикавказ, пер. Транспортный 10 ","362021","1","0","1","76","10","","0","","","","43.049065","44.67013","пмк-газ"
"6469","СТК-59 оконный цех","","stk-59@mail.ru","пн. - пт. 08:30 - 17:00 сб. 09 - 13 вых.: вс. ","0","г. Владикавказ, ул. Гадиева 81 а ","362008","1","0","1","118","81 а","","0","","","","43.010257","44.662251","стк-59 оконный цех"
"6471","ТИС металлоцех","","","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Кутузова 104 ","362007","1","0","1","225","104","","0","","","","43.010509","44.69278","тис металлоцех"
"6473","АРГО АЗС","","","круглосуточно","0","г. Владикавказ, пер. Керамический 4 ","362021","1","0","1","73","4","","0","","","","43.056042","44.664366","арго азс"
"6474","ТЕНТОРИУМ","","","11 - 18 вых.: вс. ","0","г. Владикавказ, ул. Куйбышева 21 ТЦ =Космос=, 0 этаж, маг.№31","362025","1","0","1","192","21","","0","","","ТЦ =Космос=, 0 этаж, маг.№31","43.031994","44.688269","тенториум"
"6475","ИМИДЖ салон красоты","","","10 - 19 ","0","г. Владикавказ, ул. Куйбышева 34 ","362040","1","0","1","192","34","","0","","","","43.031262","44.686603","имидж салон красоты"
"6479","ВОСТОК ресторан","","","12 - 00 ","0","г. Владикавказ, пр-т. Ген.Доватора 56 ","362020","1","0","1","4","56","","0","","","","43.030883","44.651539","восток ресторан"
"6480","ЗОЛОТАЯ КОРОНА","","","12 - 00 ","0","г. Владикавказ, ул. Московская 1 а ","362031","1","0","1","13","1 а","","0","","","","43.057983","44.656081","золотая корона"
"6482","СЛОН магазин","","","08 - 22 ","0","г. Владикавказ, ул. Куйбышева 100 б ","362019","1","0","1","192","100 б","","0","","","","43.032074","44.703331","слон магазин"
"6483","РУССКАЯ СЛАВА пекарня","","","круглосуточно","0","г. Владикавказ, ул. Камалова 24 ","362013","1","0","1","290","24","","0","","","","43.043501","44.670508","русская слава пекарня"
"6485","DEFILE","","","пн. - пт. 11 - 19 сб. 11 - 18 вых.: вс. ","0","г. Владикавказ, ул. Маркуса 27 ","362027","1","0","1","3","27","","0","","","","43.034377","44.683178","defile"
"6486","РИО магазин","","","10 - 19 ","0","г. Владикавказ, ул. Джанаева 23 ","362040","1","0","1","183","23","","0","","","","43.032836","44.681075","рио магазин"
"6488","AMORE","","","11 - 19 ","0","г. Владикавказ, ул. Ленина 61 ","362040","1","0","1","295","61","","0","","","","43.033186","44.68179","amore"
"6491","ОДИН+ интим-магазин","","sex-shop-alania@mail.ru","10 - 19 ","0","г. Владикавказ, ул. Никитина 18 ","362040","1","0","1","186","18","","0","","","","43.033388","44.679118","один+ интим-магазин"
"6493","ГАЛЕРЕЯ КРАСОТЫ ЕЛЕНЫ ЧЕБОТАРЕВОЙ","","","08 - 20 ","0","г. Владикавказ, ул. Гугкаева 65 ","362003","1","0","1","18","65","","0","","","","43.051095","44.642172","галерея красоты елены чеботаревой"
"6497","ОБЩЕСТВЕННАЯ ПРИЕМНАЯ ДЕПУТАТА ПАРЛАМЕНТА РСО-А ФАДЗАЕВА А.","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Шмулевича 6 ","362019","1","0","1","229","6","","0","","","","43.024243","44.696494","общественная приемная депутата парламента рсо-а фадзаева а."
"6498","МОДНЫЙ салон красоты","","modnysalon@mail.ru","09:30 - 19:00 ","0","г. Владикавказ, ул. Маяковского 12 ","362040","1","0","1","184","12","","0","","","","43.032762","44.678415","модный салон красоты"
"6500","ЕДИНАЯ РОССИЯ Северо-Осетинское региональное отделение партии","http://www.edinros15.ru/","region15@mail.er.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 46 ","362040","1","0","1","180","46","","0","","","","43.03332","44.680353","единая россия северо-осетинское региональное отделение партии"
"6503","КАРИТАС-ВЛАДИКАВКАЗ католический благотоворительный центр","","karitas@globalalania.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. З.Магкаева 1 б ","","1","0","1","256","1 б","","0","","","","43.028152","44.707816","каритас-владикавказ католический благотоворительный центр"
"6505","ВОЗНЕСЕНИЕ ИИСУСА ХРИСТА римско-католическая церковь","","","","0","г. Владикавказ, ул. Г.Баева 14 ","362040","1","0","1","211","14","","0","","","","43.019265","44.682654","вознесение иисуса христа римско-католическая церковь"
"6507","ЦЕРКОВЬ СОБОРА СВЯТОГО ВМЧ. ГЕОРГИЯ ПОБЕДОНОСЦА","","","","0","г. Владикавказ, ул. Барбашова 38 ","362003","1","0","1","98","38","","0","","","","43.029437","44.661436","церковь собора святого вмч. георгия победоносца"
"6508","СУННИТСКАЯ МЕЧЕТЬ","","","04 - 23 ","0","г. Владикавказ, ул. Коцоева 62 ","362003","1","0","1","106","62","","0","","","","43.025945","44.675857","суннитская мечеть"
"6511","АССОЦИАЦИЯ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И СЕЛЬСКОХОЗЯЙСТВЕННЫХ КООПЕРАТИВОВ В РСО-А (АККОР)","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Фрунзе 24 ","","1","0","1","244","24","","0","","","","43.028394","44.688919","ассоциация крестьянских (фермерских) хозяйств и сельскохозяйственных кооперативов в рсо-а (аккор)"
"6513","НАСЛЕДИЕ ПРЕДКОВ","","","","0","г. Владикавказ, ул. Иристонская 44 а ","","1","0","1","46","44 а","","0","","","","43.070355","44.66141","наследие предков"
"6514","ГЛОБУС ТЦ","","","09 - 18 ","0","г. Владикавказ, ул. Джанаева 42 ","362025","1","0","1","183","42","","0","","","","43.033898","44.689416","глобус тц"
"6515","ЮЖНЫЙ рынок","","","","0","г. Владикавказ, ул. В.Абаева 108 ","362049","1","0","1","132","108","","0","","","","43.000746","44.6853","южный рынок"
"6520","АРФАН","","","09 - 18 пер.: 12 - 13 вых.: вс. ","0","г. Владикавказ, ул. Керменистов 12 ","362027","1","0","1","47","12","","0","","","","43.062542","44.677022","арфан"
"6523","ЭКОНОМ аптека","","","08 - 21 ","0","г. Владикавказ, ул. Леонова 3/1 ","362031","1","0","1","30","3/1","","0","","","","43.053079","44.655625","эконом аптека"
"6525","CAFFE HAPPY кафе","","","11 - 00 ","0","г. Владикавказ, ул. М.Горького 25 ","362040","1","0","1","196","25","","0","","","","43.028722","44.683336","caffe happy кафе"
"6528","АВТОГАЗ","","","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Московская 4 ","362035","1","0","1","13","4","","0","","","","43.059075","44.651289","автогаз"
"6530","УПРАВЛЕНИЕ СЛУЖБЫ ЕДИНОГО ЗАКАЗЧИКА ИРАФСКОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Ирафский р-н, с. Чикола, ул. Дедегкаева 57 ","","1","8","25","636","57","","0","","","","0.0","0.0","управление службы единого заказчика ирафского района"
"6535","КРЫТЫЙ РЫНОК","","","08 - 18 ","0","г. Владикавказ, ул. Леваневского 277 а ","362035","1","0","1","28","277 а","","0","","","","43.053","44.647121","крытый рынок"
"6537","УРАЛСИБ Владикавказский филиал","","totievok@uralsib.ru","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Шмулевича 8 а ","362019","1","0","1","229","8 а","","0","","","","43.024196","44.699756","уралсиб владикавказский филиал"
"6538","УРАЛСИБ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Ген.Дзусова 1/2 ","362045","1","0","1","9","1/2","","0","","","","43.054675","44.635112","уралсиб"
"6539","АЛЬ-ДЕНТА","","","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Ген.Доватора 31 ","362048","1","0","1","4","31","","0","","","","43.02304","44.655959","аль-дента"
"6541","ЭЛЬФ магазин","","","10 - 23 ","0","г. Владикавказ, ул. Кирова 27 ","362002","1","0","1","105","27","","0","","","","43.034462","44.676094","эльф магазин"
"6544","АБСОЛЮТНЫЙ магазин","","","08:00 - 21:30 ","0","г. Владикавказ, ул. А.Кесаева 42 ","362045","1","0","1","5","42","","0","","","","43.042685","44.625414","абсолютный магазин"
"6545","СПЕКТР-Д","","spektr-d-04@mail.ru","08:00 - 17:30 вых.: вс. ","0","г. Владикавказ, ул. Московская 4 ","362043","1","0","1","13","4","","0","","","","43.059099","44.651284","спектр-д"
"6548","АГЕНТСТВО ПОДДЕРЖКИ МАЛОГО И СРЕДНЕГО БИЗНЕСА","","dolphin@osetia.ru","09 - 18 вых.: сб. вс. ","337","г. Владикавказ, ул. Ленина 8 ","362040","1","0","1","295","8","","0","","","","43.026985","44.683124","агентство поддержки малого и среднего бизнеса"
"6551","ИТАЛМОДА","","","12 - 20 вых.: вс. ","0","г. Владикавказ, ул. Ленина 55 ","362040","1","0","1","295","55","","0","","","","43.032197","44.681855","италмода"
"6554","УПАКОВОЧНЫЕ МАТЕРИАЛЫ склад","","","пн. - пт. 10 - 17 сб. 10 - 15 вых.: вс. ","1343","г. Владикавказ, ул. Тельмана 72 ","362013","1","0","1","67","72","","0","","","","43.068284","44.675973","упаковочные материалы склад"
"6555","ОБЩЕЖИТИЕ УЧИЛИЩА ПУ №16","","","","0","Пригородный р-н, с. Михайловское, ул. Студенческая 1 ","","1","1","32","635","1","","0","","","","0.0","0.0","общежитие училища пу №16"
"6556","ТАМОЖЕННЫЙ ПОСТ В АЭРОПОРТУ =ВЛАДИКАВКАЗ=","","","10 - 22 ","570","","","0","0","0","0","","","0","","","","0.0","0.0","таможенный пост в аэропорту =владикавказ="
"6559","ТАМОЖЕННЫЙ ПОСТ В С.ЗАРАМАГ","","","","570","Алагирский р-н, с. Зарамаг, ","","1","5","18","0","","","0","","","","0.0","0.0","таможенный пост в с.зарамаг"
"6560","УПАКОВОЧНЫЕ МАТЕРИАЛЫ","","","09 - 19 ","0","Моздокский р-н, г. Моздок, ул. Кирова 53 ","","1","4","29","330","53","","0","","","","0.0","0.0","упаковочные материалы"
"6561","ТРАНС-СЕРВИС филиал","","","08 - 19 ","0","г. Владикавказ, ул. А.Кесаева 18 ","362039","1","0","1","5","18","","0","","","","43.047394","44.631768","транс-сервис филиал"
"6562","M-STUDIO","","","11 - 19 ","0","г. Владикавказ, ул. Маркуса 33 ","362027","1","0","1","3","33","","0","","","","43.034804","44.683076","m-studio"
"6565","БИЗНЕС ГРУПП","","","10 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. С.Мамсурова 20 ","362008","1","0","1","124","20","","0","","","","43.016428","44.674488","бизнес групп"
"6566","ДАРЫ КУБАНИ магазин","","","08:30 - 22:00 ","0","г. Владикавказ, ул. К.Маркса 4 ","362008","1","0","1","45","4","","0","","","","43.020324","44.676869","дары кубани магазин"
